contribution_id,policy_id,contribution_date,gross_amount,wakalah_fee_shareholders_fund,prf_amount,pif_amount,payment_method
CTB00010613,POL0001741,2021-08-29,1966.71,550.68,1416.03,0.0,Online Banking
CTB00010614,POL0003982,2025-09-24,360.76,72.15,288.61,0.0,Salary Deduction
CTB00010615,POL0004359,2026-03-27,1654.26,347.39,1306.87,0.0,Auto-Debit
CTB00010616,POL0004438,2025-08-24,1357.14,312.14,1045.0,0.0,Credit Card
CTB00010617,POL0004341,2025-05-18,869.81,260.94,249.64,359.23,Online Banking
CTB00010618,POL0000784,2021-08-21,1962.66,314.03,1648.63,0.0,Salary Deduction
CTB00010619,POL0002704,2024-08-13,420.63,113.57,104.4,202.66,Salary Deduction
CTB00010620,POL0004897,2021-10-27,434.8,69.57,365.23,0.0,Online Banking
CTB00010621,POL0000251,2022-08-08,1634.15,522.93,322.25,788.97,Auto-Debit
CTB00010622,POL0000302,2026-09-11,1489.64,491.58,998.06,0.0,Salary Deduction
CTB00010623,POL0003912,2024-04-04,792.92,261.66,531.26,0.0,Credit Card
CTB00010624,POL0003329,2025-08-22,477.14,162.23,116.52,198.39,Salary Deduction
CTB00010625,POL0004461,2026-08-09,1740.45,469.92,1270.53,0.0,Credit Card
CTB00010626,POL0004112,2024-11-16,1413.94,353.49,233.3,827.15,Salary Deduction
CTB00010627,POL0000383,2026-07-18,223.12,64.7,44.36,114.06,Credit Card
CTB00010628,POL0002129,2026-08-21,1584.09,364.34,1219.75,0.0,Auto-Debit
CTB00010629,POL0004728,2025-11-06,871.69,296.37,276.15,299.17,Credit Card
CTB00010630,POL0003915,2024-02-26,1824.41,547.32,1277.09,0.0,Auto-Debit
CTB00010631,POL0003072,2025-01-18,1985.75,456.72,1529.03,0.0,Auto-Debit
CTB00010632,POL0000479,2026-05-23,951.57,237.89,292.61,421.07,Salary Deduction
CTB00010633,POL0002587,2025-12-19,756.5,249.65,506.85,0.0,Salary Deduction
CTB00010634,POL0002021,2026-07-19,232.87,62.87,170.0,0.0,Credit Card
CTB00010635,POL0000477,2024-08-18,567.98,176.07,391.91,0.0,Salary Deduction
CTB00010636,POL0002157,2026-09-07,538.32,91.51,446.81,0.0,Salary Deduction
CTB00010637,POL0001704,2026-08-20,367.54,102.91,264.63,0.0,Salary Deduction
CTB00010638,POL0001905,2026-03-29,1541.39,354.52,1186.87,0.0,Auto-Debit
CTB00010639,POL0000154,2024-12-18,1334.73,293.64,353.97,687.12,Salary Deduction
CTB00010640,POL0002414,2024-02-21,1377.38,275.48,1101.9,0.0,Credit Card
CTB00010641,POL0002529,2026-01-24,1064.79,181.01,883.78,0.0,Credit Card
CTB00010642,POL0001859,2025-09-24,948.58,227.66,720.92,0.0,Salary Deduction
CTB00010643,POL0003477,2026-09-01,1485.05,430.66,1054.39,0.0,Auto-Debit
CTB00010644,POL0003511,2024-01-12,914.42,164.6,179.96,569.86,Online Banking
CTB00010645,POL0003949,2026-01-28,1432.7,257.89,1174.81,0.0,Online Banking
CTB00010646,POL0004904,2026-07-17,1286.63,334.52,952.11,0.0,Auto-Debit
CTB00010647,POL0000604,2025-07-09,1443.43,303.12,1140.31,0.0,Auto-Debit
CTB00010648,POL0001097,2023-09-19,843.81,210.95,632.86,0.0,Auto-Debit
CTB00010649,POL0004209,2025-12-14,86.01,18.06,33.3,34.65,Salary Deduction
CTB00010650,POL0003693,2026-05-16,1553.21,310.64,1242.57,0.0,Credit Card
CTB00010651,POL0000273,2026-04-18,1851.42,388.8,628.93,833.69,Auto-Debit
CTB00010652,POL0001378,2024-06-03,141.8,36.87,22.04,82.89,Salary Deduction
CTB00010653,POL0004839,2023-07-28,237.91,47.58,60.91,129.42,Credit Card
CTB00010654,POL0004626,2025-06-24,1756.83,491.91,1264.92,0.0,Credit Card
CTB00010655,POL0003088,2023-02-17,1914.16,478.54,588.6,847.02,Auto-Debit
CTB00010656,POL0002558,2026-02-21,1419.62,496.87,433.69,489.06,Online Banking
CTB00010657,POL0003874,2025-12-04,1527.01,534.45,992.56,0.0,Auto-Debit
CTB00010658,POL0000917,2025-02-24,1208.14,229.55,303.36,675.23,Credit Card
CTB00010659,POL0000480,2025-08-04,993.33,278.13,200.26,514.94,Credit Card
CTB00010660,POL0002468,2026-01-10,1116.13,301.36,814.77,0.0,Online Banking
CTB00010661,POL0002627,2025-12-18,1968.97,413.48,1555.49,0.0,Online Banking
CTB00010662,POL0002280,2025-01-19,1079.49,291.46,788.03,0.0,Online Banking
CTB00010663,POL0004977,2022-03-15,1153.92,334.64,819.28,0.0,Online Banking
CTB00010664,POL0004773,2022-04-15,1833.31,604.99,1228.32,0.0,Salary Deduction
CTB00010665,POL0002159,2025-01-10,1128.81,361.22,214.93,552.66,Salary Deduction
CTB00010666,POL0002591,2023-11-08,1063.57,202.08,223.99,637.5,Credit Card
CTB00010667,POL0000923,2023-08-14,1382.02,221.12,1160.9,0.0,Credit Card
CTB00010668,POL0003847,2024-02-08,705.45,190.47,247.19,267.79,Credit Card
CTB00010669,POL0002571,2026-06-01,154.46,35.53,118.93,0.0,Credit Card
CTB00010670,POL0000873,2025-02-01,1157.96,196.85,961.11,0.0,Auto-Debit
CTB00010671,POL0000769,2025-12-08,1358.83,394.06,964.77,0.0,Auto-Debit
CTB00010672,POL0002585,2025-12-31,1092.63,284.08,808.55,0.0,Online Banking
CTB00010673,POL0003229,2024-11-04,1482.46,281.67,348.23,852.56,Salary Deduction
CTB00010674,POL0003017,2026-08-28,447.59,143.23,304.36,0.0,Credit Card
CTB00010675,POL0000997,2026-06-03,426.39,132.18,82.38,211.83,Credit Card
CTB00010676,POL0002145,2026-07-17,1712.83,376.82,1336.01,0.0,Auto-Debit
CTB00010677,POL0001185,2022-09-03,984.31,285.45,174.72,524.14,Auto-Debit
CTB00010678,POL0004951,2024-03-19,1114.25,278.56,835.69,0.0,Auto-Debit
CTB00010679,POL0001381,2023-11-27,887.03,301.59,585.44,0.0,Auto-Debit
CTB00010680,POL0004950,2026-04-01,791.48,237.44,554.04,0.0,Salary Deduction
CTB00010681,POL0000107,2025-09-04,1981.3,376.45,545.65,1059.2,Online Banking
CTB00010682,POL0001425,2024-08-01,1323.99,304.52,336.43,683.04,Salary Deduction
CTB00010683,POL0001424,2026-04-06,1625.38,487.61,1137.77,0.0,Online Banking
CTB00010684,POL0004130,2025-02-04,1494.07,224.11,1269.96,0.0,Credit Card
CTB00010685,POL0002810,2026-08-02,1321.89,436.22,239.13,646.54,Salary Deduction
CTB00010686,POL0001284,2026-06-03,246.6,59.18,187.42,0.0,Online Banking
CTB00010687,POL0003868,2025-06-08,1382.74,456.3,926.44,0.0,Credit Card
CTB00010688,POL0004749,2024-05-08,380.59,76.12,304.47,0.0,Online Banking
CTB00010689,POL0000950,2026-07-28,767.79,222.66,545.13,0.0,Auto-Debit
CTB00010690,POL0002366,2023-06-02,760.7,258.64,210.87,291.19,Salary Deduction
CTB00010691,POL0002139,2024-03-12,1665.91,566.41,1099.5,0.0,Auto-Debit
CTB00010692,POL0002621,2023-04-21,1797.74,449.44,1348.3,0.0,Online Banking
CTB00010693,POL0002890,2023-11-10,1312.01,432.96,879.05,0.0,Online Banking
CTB00010694,POL0003541,2025-07-10,247.77,74.33,173.44,0.0,Salary Deduction
CTB00010695,POL0000744,2024-04-03,1389.38,319.56,1069.82,0.0,Auto-Debit
CTB00010696,POL0002320,2025-06-17,874.16,174.83,244.77,454.56,Online Banking
CTB00010697,POL0001849,2025-08-30,1863.96,484.63,289.66,1089.67,Auto-Debit
CTB00010698,POL0002065,2021-04-04,661.86,198.56,463.3,0.0,Online Banking
CTB00010699,POL0002874,2024-02-17,333.94,66.79,267.15,0.0,Credit Card
CTB00010700,POL0003811,2026-08-13,1938.68,523.44,438.72,976.52,Credit Card
CTB00010701,POL0004453,2026-04-01,444.05,75.49,368.56,0.0,Auto-Debit
CTB00010702,POL0002131,2023-12-20,457.6,155.58,302.02,0.0,Auto-Debit
CTB00010703,POL0000745,2026-08-21,1773.52,354.7,1418.82,0.0,Auto-Debit
CTB00010704,POL0003550,2025-04-16,230.71,53.06,78.17,99.48,Auto-Debit
CTB00010705,POL0002715,2026-02-21,667.17,166.79,245.19,255.19,Auto-Debit
CTB00010706,POL0004961,2025-12-31,1668.61,266.98,1401.63,0.0,Salary Deduction
CTB00010707,POL0000895,2024-06-06,962.83,327.36,635.47,0.0,Credit Card
CTB00010708,POL0004212,2025-09-12,1837.68,330.78,1506.9,0.0,Online Banking
CTB00010709,POL0003859,2024-10-16,1656.59,364.45,1292.14,0.0,Credit Card
CTB00010710,POL0000833,2025-01-14,416.7,112.51,304.19,0.0,Online Banking
CTB00010711,POL0002793,2025-10-08,1645.98,362.12,1283.86,0.0,Online Banking
CTB00010712,POL0003694,2022-10-06,432.85,138.51,70.64,223.7,Salary Deduction
CTB00010713,POL0002063,2025-03-20,1338.11,214.1,415.88,708.13,Online Banking
CTB00010714,POL0000661,2024-05-04,1236.49,358.58,877.91,0.0,Auto-Debit
CTB00010715,POL0004337,2026-06-01,271.26,67.81,203.45,0.0,Auto-Debit
CTB00010716,POL0003158,2026-05-05,172.83,55.31,117.52,0.0,Auto-Debit
CTB00010717,POL0001824,2022-03-24,1076.35,182.98,393.08,500.29,Online Banking
CTB00010718,POL0001591,2026-07-01,1840.54,478.54,1362.0,0.0,Salary Deduction
CTB00010719,POL0000012,2023-05-09,692.08,228.39,199.39,264.3,Credit Card
CTB00010720,POL0002996,2026-03-31,870.82,235.12,635.7,0.0,Credit Card
CTB00010721,POL0001905,2026-08-17,1541.39,477.83,1063.56,0.0,Credit Card
CTB00010722,POL0001233,2024-02-13,1319.49,395.85,369.46,554.18,Auto-Debit
CTB00010723,POL0000901,2024-06-03,816.14,187.71,628.43,0.0,Salary Deduction
CTB00010724,POL0000690,2025-03-08,1714.7,583.0,1131.7,0.0,Auto-Debit
CTB00010725,POL0004603,2024-12-12,809.29,129.49,217.54,462.26,Salary Deduction
CTB00010726,POL0004975,2025-05-25,372.81,115.57,257.24,0.0,Salary Deduction
CTB00010727,POL0004352,2025-09-07,1039.51,249.48,252.81,537.22,Credit Card
CTB00010728,POL0001992,2026-06-05,356.73,107.02,249.71,0.0,Auto-Debit
CTB00010729,POL0001771,2026-07-15,357.27,125.04,232.23,0.0,Salary Deduction
CTB00010730,POL0001175,2024-11-30,132.51,21.2,52.32,58.99,Auto-Debit
CTB00010731,POL0002761,2025-02-04,743.62,171.03,572.59,0.0,Auto-Debit
CTB00010732,POL0003363,2026-05-23,1020.37,153.06,867.31,0.0,Credit Card
CTB00010733,POL0002342,2026-08-20,194.77,56.48,138.29,0.0,Online Banking
CTB00010734,POL0003684,2026-01-09,1841.74,331.51,302.05,1208.18,Salary Deduction
CTB00010735,POL0003838,2025-04-11,1778.75,569.2,1209.55,0.0,Salary Deduction
CTB00010736,POL0004108,2024-03-28,1143.88,297.41,846.47,0.0,Auto-Debit
CTB00010737,POL0000472,2026-04-14,1572.47,440.29,520.8,611.38,Salary Deduction
CTB00010738,POL0002051,2024-11-12,1838.58,459.64,1378.94,0.0,Online Banking
CTB00010739,POL0004499,2024-01-28,1380.59,331.34,304.28,744.97,Auto-Debit
CTB00010740,POL0000834,2025-02-05,1412.13,254.18,428.44,729.51,Salary Deduction
CTB00010741,POL0004665,2026-07-25,610.31,158.68,451.63,0.0,Salary Deduction
CTB00010742,POL0004802,2026-03-06,1244.52,323.58,920.94,0.0,Online Banking
CTB00010743,POL0002212,2024-12-09,1774.08,354.82,340.62,1078.64,Online Banking
CTB00010744,POL0000928,2026-04-27,236.92,37.91,199.01,0.0,Credit Card
CTB00010745,POL0002894,2026-08-28,553.43,143.89,409.54,0.0,Online Banking
CTB00010746,POL0002674,2022-06-30,103.1,28.87,15.59,58.64,Auto-Debit
CTB00010747,POL0003059,2026-01-16,459.4,114.85,144.71,199.84,Online Banking
CTB00010748,POL0004827,2024-12-05,1024.5,184.41,840.09,0.0,Salary Deduction
CTB00010749,POL0000671,2023-01-29,572.7,188.99,191.85,191.86,Salary Deduction
CTB00010750,POL0004042,2025-08-05,456.76,114.19,161.01,181.56,Auto-Debit
CTB00010751,POL0001290,2025-03-27,1891.84,643.23,1248.61,0.0,Salary Deduction
CTB00010752,POL0004515,2025-01-26,1476.37,280.51,1195.86,0.0,Online Banking
CTB00010753,POL0004845,2026-02-07,1132.84,215.24,917.6,0.0,Auto-Debit
CTB00010754,POL0002466,2025-01-15,562.57,151.89,410.68,0.0,Online Banking
CTB00010755,POL0002303,2024-10-25,405.9,60.88,138.01,207.01,Salary Deduction
CTB00010756,POL0002087,2025-03-23,712.53,135.38,253.95,323.2,Credit Card
CTB00010757,POL0001005,2023-12-06,982.1,255.35,726.75,0.0,Auto-Debit
CTB00010758,POL0001386,2022-07-20,156.47,26.6,41.56,88.31,Salary Deduction
CTB00010759,POL0002739,2023-07-09,1641.64,525.32,1116.32,0.0,Online Banking
CTB00010760,POL0000126,2026-05-23,680.17,197.25,482.92,0.0,Online Banking
CTB00010761,POL0002106,2026-01-30,982.49,157.2,825.29,0.0,Salary Deduction
CTB00010762,POL0001488,2026-04-12,526.59,126.38,400.21,0.0,Online Banking
CTB00010763,POL0003681,2026-03-18,172.9,44.95,127.95,0.0,Online Banking
CTB00010764,POL0002825,2023-02-03,785.16,133.48,651.68,0.0,Credit Card
CTB00010765,POL0001927,2025-01-03,1748.8,612.08,295.55,841.17,Auto-Debit
CTB00010766,POL0001989,2022-09-08,217.14,34.74,67.49,114.91,Auto-Debit
CTB00010767,POL0003027,2025-07-04,520.98,83.36,437.62,0.0,Salary Deduction
CTB00010768,POL0003075,2026-06-22,1021.12,265.49,755.63,0.0,Online Banking
CTB00010769,POL0003127,2022-05-08,321.73,90.08,231.65,0.0,Auto-Debit
CTB00010770,POL0003466,2022-06-20,1826.87,420.18,1406.69,0.0,Credit Card
CTB00010771,POL0003835,2025-12-13,1912.35,344.22,548.85,1019.28,Online Banking
CTB00010772,POL0003885,2025-03-28,686.72,151.08,262.46,273.18,Auto-Debit
CTB00010773,POL0004966,2023-08-23,725.65,253.98,169.8,301.87,Auto-Debit
CTB00010774,POL0002693,2025-03-02,1495.06,373.76,493.37,627.93,Auto-Debit
CTB00010775,POL0000255,2025-01-06,1462.88,234.06,454.66,774.16,Salary Deduction
CTB00010776,POL0003659,2025-07-29,1059.53,180.12,255.03,624.38,Auto-Debit
CTB00010777,POL0004779,2025-11-24,546.55,120.24,191.84,234.47,Salary Deduction
CTB00010778,POL0001748,2026-02-14,1869.44,616.92,1252.52,0.0,Auto-Debit
CTB00010779,POL0000154,2025-06-03,1334.73,280.29,495.59,558.85,Credit Card
CTB00010780,POL0004175,2025-07-19,1473.05,309.34,488.76,674.95,Credit Card
CTB00010781,POL0003603,2022-09-24,632.04,107.45,524.59,0.0,Salary Deduction
CTB00010782,POL0004228,2026-03-25,558.92,178.85,380.07,0.0,Credit Card
CTB00010783,POL0001715,2024-02-10,61.28,15.93,45.35,0.0,Salary Deduction
CTB00010784,POL0004282,2025-09-26,1935.73,387.15,340.69,1207.89,Salary Deduction
CTB00010785,POL0003055,2026-03-21,1025.43,235.85,789.58,0.0,Credit Card
CTB00010786,POL0001726,2024-09-24,1166.16,349.85,187.75,628.56,Auto-Debit
CTB00010787,POL0001759,2026-05-26,1634.27,490.28,1143.99,0.0,Salary Deduction
CTB00010788,POL0002494,2026-03-20,823.19,271.65,159.95,391.59,Credit Card
CTB00010789,POL0002619,2024-08-05,1571.77,282.92,438.21,850.64,Auto-Debit
CTB00010790,POL0002151,2025-12-25,850.88,178.68,672.2,0.0,Salary Deduction
CTB00010791,POL0003423,2026-04-23,1295.74,349.85,945.89,0.0,Auto-Debit
CTB00010792,POL0000086,2026-08-12,732.31,139.14,593.17,0.0,Credit Card
CTB00010793,POL0004030,2022-07-24,1399.2,251.86,1147.34,0.0,Online Banking
CTB00010794,POL0002675,2024-08-30,1341.47,254.88,1086.59,0.0,Online Banking
CTB00010795,POL0003403,2026-08-27,685.78,102.87,582.91,0.0,Credit Card
CTB00010796,POL0001795,2025-09-15,1916.53,536.63,1379.9,0.0,Credit Card
CTB00010797,POL0004091,2025-01-27,1458.79,510.58,948.21,0.0,Credit Card
CTB00010798,POL0001997,2022-06-19,1734.3,485.6,586.89,661.81,Online Banking
CTB00010799,POL0004580,2024-05-14,1180.11,401.24,778.87,0.0,Credit Card
CTB00010800,POL0000542,2025-08-09,1080.43,270.11,299.82,510.5,Auto-Debit
CTB00010801,POL0002367,2025-11-13,103.08,34.02,25.55,43.51,Online Banking
CTB00010802,POL0000988,2025-03-24,1864.16,577.89,1286.27,0.0,Auto-Debit
CTB00010803,POL0000265,2026-05-06,1985.97,317.76,683.97,984.24,Auto-Debit
CTB00010804,POL0001743,2025-11-10,91.41,22.85,68.56,0.0,Auto-Debit
CTB00010805,POL0004505,2024-04-25,812.43,129.99,682.44,0.0,Credit Card
CTB00010806,POL0000551,2026-08-27,1568.13,297.94,1270.19,0.0,Online Banking
CTB00010807,POL0004396,2023-08-18,969.57,261.78,247.73,460.06,Salary Deduction
CTB00010808,POL0004732,2022-10-26,550.83,148.72,402.11,0.0,Online Banking
CTB00010809,POL0002018,2025-12-27,1508.0,512.72,995.28,0.0,Credit Card
CTB00010810,POL0004337,2026-02-21,271.26,48.83,222.43,0.0,Credit Card
CTB00010811,POL0001547,2024-11-04,212.87,42.57,170.3,0.0,Credit Card
CTB00010812,POL0004508,2023-05-11,840.62,126.09,178.63,535.9,Online Banking
CTB00010813,POL0004990,2026-04-05,663.62,179.18,130.8,353.64,Credit Card
CTB00010814,POL0001171,2026-08-19,1320.87,383.05,937.82,0.0,Online Banking
CTB00010815,POL0002176,2025-10-12,1651.8,445.99,1205.81,0.0,Auto-Debit
CTB00010816,POL0004104,2025-08-31,351.8,56.29,73.88,221.63,Credit Card
CTB00010817,POL0004591,2021-09-27,924.3,249.56,674.74,0.0,Online Banking
CTB00010818,POL0003986,2022-04-18,660.44,158.51,501.93,0.0,Salary Deduction
CTB00010819,POL0002272,2024-01-22,285.22,51.34,233.88,0.0,Auto-Debit
CTB00010820,POL0004473,2023-02-05,118.78,23.76,95.02,0.0,Credit Card
CTB00010821,POL0000264,2025-11-15,1350.56,256.61,371.94,722.01,Auto-Debit
CTB00010822,POL0001821,2026-04-30,309.84,77.46,232.38,0.0,Credit Card
CTB00010823,POL0003725,2025-02-08,1007.67,282.15,725.52,0.0,Online Banking
CTB00010824,POL0004421,2022-09-19,279.71,44.75,234.96,0.0,Online Banking
CTB00010825,POL0002962,2025-11-14,893.63,285.96,607.67,0.0,Credit Card
CTB00010826,POL0004333,2025-01-29,213.53,34.16,57.4,121.97,Credit Card
CTB00010827,POL0003721,2025-12-07,1855.75,630.96,1224.79,0.0,Salary Deduction
CTB00010828,POL0000403,2025-09-21,471.75,80.2,121.38,270.17,Online Banking
CTB00010829,POL0004649,2025-03-24,1895.06,511.67,415.02,968.37,Online Banking
CTB00010830,POL0001884,2025-08-07,910.38,218.49,283.67,408.22,Online Banking
CTB00010831,POL0003984,2025-08-30,677.08,108.33,568.75,0.0,Auto-Debit
CTB00010832,POL0003292,2026-06-14,1308.79,366.46,282.7,659.63,Credit Card
CTB00010833,POL0003726,2021-07-15,664.54,212.65,140.09,311.8,Salary Deduction
CTB00010834,POL0003818,2021-06-02,627.3,194.46,432.84,0.0,Auto-Debit
CTB00010835,POL0003076,2022-10-19,1455.67,276.58,1179.09,0.0,Auto-Debit
CTB00010836,POL0003769,2025-08-21,1125.73,337.72,788.01,0.0,Online Banking
CTB00010837,POL0003320,2025-04-11,1863.06,372.61,521.66,968.79,Online Banking
CTB00010838,POL0001159,2024-12-12,1049.38,304.32,745.06,0.0,Credit Card
CTB00010839,POL0001001,2026-05-08,894.54,161.02,733.52,0.0,Online Banking
CTB00010840,POL0002909,2023-12-17,713.89,121.36,592.53,0.0,Credit Card
CTB00010841,POL0002796,2026-06-13,748.16,179.56,568.6,0.0,Credit Card
CTB00010842,POL0000592,2026-07-27,357.93,107.38,250.55,0.0,Credit Card
CTB00010843,POL0002388,2025-04-16,680.63,129.32,242.58,308.73,Online Banking
CTB00010844,POL0002111,2026-08-04,85.85,28.33,57.52,0.0,Credit Card
CTB00010845,POL0001728,2025-09-13,1520.91,395.44,1125.47,0.0,Auto-Debit
CTB00010846,POL0004069,2023-08-07,143.0,50.05,92.95,0.0,Auto-Debit
CTB00010847,POL0004034,2024-12-14,1801.91,270.29,1531.62,0.0,Auto-Debit
CTB00010848,POL0000888,2024-01-04,1921.38,480.35,562.0,879.03,Salary Deduction
CTB00010849,POL0004795,2024-07-06,1314.81,381.29,448.09,485.43,Credit Card
CTB00010850,POL0001208,2023-02-23,1449.08,318.8,1130.28,0.0,Salary Deduction
CTB00010851,POL0003699,2025-09-03,1645.56,526.58,1118.98,0.0,Online Banking
CTB00010852,POL0003147,2022-12-04,1252.97,300.71,952.26,0.0,Auto-Debit
CTB00010853,POL0001173,2026-06-13,559.22,123.03,436.19,0.0,Online Banking
CTB00010854,POL0001554,2025-12-29,1431.94,257.75,1174.19,0.0,Auto-Debit
CTB00010855,POL0002600,2025-02-24,1548.39,510.97,1037.42,0.0,Auto-Debit
CTB00010856,POL0001513,2026-05-08,130.84,32.71,22.57,75.56,Auto-Debit
CTB00010857,POL0004674,2026-06-26,393.23,117.97,88.08,187.18,Auto-Debit
CTB00010858,POL0002042,2023-07-24,494.89,123.72,137.33,233.84,Online Banking
CTB00010859,POL0000015,2024-08-21,651.71,156.41,113.92,381.38,Auto-Debit
CTB00010860,POL0002435,2022-08-10,1195.94,191.35,1004.59,0.0,Credit Card
CTB00010861,POL0002867,2026-05-27,1073.18,311.22,761.96,0.0,Salary Deduction
CTB00010862,POL0003087,2026-01-16,846.59,279.37,567.22,0.0,Online Banking
CTB00010863,POL0001672,2025-03-12,175.08,33.27,68.07,73.74,Salary Deduction
CTB00010864,POL0000247,2022-01-18,248.27,39.72,56.31,152.24,Auto-Debit
CTB00010865,POL0000471,2025-12-13,992.39,258.02,734.37,0.0,Credit Card
CTB00010866,POL0003032,2022-09-02,920.84,165.75,755.09,0.0,Credit Card
CTB00010867,POL0004599,2025-08-03,1531.17,474.66,1056.51,0.0,Salary Deduction
CTB00010868,POL0002387,2024-12-19,1391.46,389.61,310.57,691.28,Online Banking
CTB00010869,POL0003629,2025-04-03,1346.19,444.24,198.43,703.52,Auto-Debit
CTB00010870,POL0000987,2025-07-14,342.1,95.79,113.3,133.01,Auto-Debit
CTB00010871,POL0001789,2024-10-28,126.3,37.89,33.6,54.81,Online Banking
CTB00010872,POL0001159,2026-03-27,1049.38,293.83,755.55,0.0,Credit Card
CTB00010873,POL0004973,2023-04-26,1841.01,460.25,441.84,938.92,Salary Deduction
CTB00010874,POL0001650,2026-09-08,1451.43,435.43,1016.0,0.0,Credit Card
CTB00010875,POL0000064,2022-04-26,564.23,129.77,434.46,0.0,Credit Card
CTB00010876,POL0000314,2025-02-02,389.53,105.17,284.36,0.0,Online Banking
CTB00010877,POL0001880,2022-06-04,615.1,116.87,169.4,328.83,Auto-Debit
CTB00010878,POL0002247,2023-10-26,1290.77,219.43,1071.34,0.0,Auto-Debit
CTB00010879,POL0004166,2024-10-21,506.84,157.12,349.72,0.0,Online Banking
CTB00010880,POL0002264,2024-03-11,636.06,101.77,534.29,0.0,Credit Card
CTB00010881,POL0004968,2025-10-15,258.8,49.17,75.47,134.16,Online Banking
CTB00010882,POL0004350,2024-11-29,864.64,181.57,150.28,532.79,Online Banking
CTB00010883,POL0000857,2026-05-21,1290.55,322.64,967.91,0.0,Credit Card
CTB00010884,POL0003493,2025-12-02,308.79,71.02,237.77,0.0,Salary Deduction
CTB00010885,POL0000803,2026-06-09,1807.38,343.4,409.91,1054.07,Online Banking
CTB00010886,POL0001831,2026-03-21,1451.36,261.24,1190.12,0.0,Credit Card
CTB00010887,POL0002310,2023-11-09,1955.93,508.54,1447.39,0.0,Salary Deduction
CTB00010888,POL0001513,2025-08-09,130.84,20.93,39.57,70.34,Online Banking
CTB00010889,POL0004957,2026-03-07,1891.72,435.1,1456.62,0.0,Auto-Debit
CTB00010890,POL0004267,2023-02-26,1833.79,275.07,1558.72,0.0,Auto-Debit
CTB00010891,POL0003816,2025-10-03,498.58,79.77,418.81,0.0,Online Banking
CTB00010892,POL0000435,2024-11-20,118.79,40.39,78.4,0.0,Credit Card
CTB00010893,POL0002874,2025-05-04,333.94,50.09,283.85,0.0,Credit Card
CTB00010894,POL0003065,2024-12-04,1232.12,221.78,373.83,636.51,Credit Card
CTB00010895,POL0002312,2026-04-05,237.23,47.45,189.78,0.0,Online Banking
CTB00010896,POL0000408,2023-08-19,1940.28,407.46,321.89,1210.93,Credit Card
CTB00010897,POL0000008,2023-03-04,988.04,158.09,829.95,0.0,Online Banking
CTB00010898,POL0002538,2024-01-03,1320.27,356.47,963.8,0.0,Salary Deduction
CTB00010899,POL0001295,2024-09-22,1906.08,381.22,1524.86,0.0,Salary Deduction
CTB00010900,POL0004521,2026-05-14,432.93,108.23,324.7,0.0,Auto-Debit
CTB00010901,POL0000204,2024-08-31,1542.78,323.98,1218.8,0.0,Auto-Debit
CTB00010902,POL0002305,2025-05-05,1338.29,334.57,1003.72,0.0,Credit Card
CTB00010903,POL0001578,2024-12-18,1639.64,311.53,345.31,982.8,Online Banking
CTB00010904,POL0004117,2024-12-10,345.37,110.52,234.85,0.0,Online Banking
CTB00010905,POL0004304,2026-06-21,833.3,274.99,558.31,0.0,Auto-Debit
CTB00010906,POL0001783,2026-07-11,118.23,24.83,42.96,50.44,Salary Deduction
CTB00010907,POL0003942,2026-01-11,1935.21,483.8,551.54,899.87,Auto-Debit
CTB00010908,POL0004598,2025-04-26,1802.89,504.81,259.62,1038.46,Auto-Debit
CTB00010909,POL0000947,2026-02-24,293.76,70.5,71.44,151.82,Salary Deduction
CTB00010910,POL0001970,2026-02-02,1136.45,284.11,852.34,0.0,Online Banking
CTB00010911,POL0000079,2025-10-22,1919.91,326.38,318.71,1274.82,Auto-Debit
CTB00010912,POL0004737,2026-04-18,1411.27,211.69,515.82,683.76,Salary Deduction
CTB00010913,POL0004107,2024-05-04,1752.48,297.92,407.28,1047.28,Online Banking
CTB00010914,POL0004054,2024-08-04,622.83,124.57,119.58,378.68,Credit Card
CTB00010915,POL0002136,2025-05-29,385.02,119.36,74.38,191.28,Online Banking
CTB00010916,POL0004850,2025-04-05,946.61,198.79,747.82,0.0,Salary Deduction
CTB00010917,POL0004303,2022-01-05,657.68,203.88,453.8,0.0,Auto-Debit
CTB00010918,POL0000084,2026-06-26,1451.28,478.92,972.36,0.0,Credit Card
CTB00010919,POL0003473,2025-08-16,826.74,173.62,176.34,476.78,Credit Card
CTB00010920,POL0000698,2026-01-20,1619.83,437.35,378.39,804.09,Credit Card
CTB00010921,POL0003050,2024-08-20,693.97,194.31,499.66,0.0,Online Banking
CTB00010922,POL0003434,2026-08-08,179.47,30.51,70.01,78.95,Salary Deduction
CTB00010923,POL0000069,2025-11-04,255.19,63.8,191.39,0.0,Auto-Debit
CTB00010924,POL0000650,2026-09-11,1281.03,217.78,265.81,797.44,Credit Card
CTB00010925,POL0002471,2025-05-29,358.42,82.44,275.98,0.0,Credit Card
CTB00010926,POL0004600,2026-08-13,644.81,103.17,541.64,0.0,Online Banking
CTB00010927,POL0004477,2026-05-15,626.91,219.42,407.49,0.0,Salary Deduction
CTB00010928,POL0001534,2025-07-12,213.9,49.2,62.59,102.11,Salary Deduction
CTB00010929,POL0003866,2026-06-05,1218.96,304.74,914.22,0.0,Credit Card
CTB00010930,POL0000904,2025-08-13,906.85,163.23,743.62,0.0,Online Banking
