policy_id,participant_id,product_name,product_category,has_pif,start_date,end_date,term_years,payment_mode,contribution_amount,status,agent_id,branch
POL0002576,PTP002469,Fire Takaful,General,False,2023-04-04,2028-04-02,5,Quarterly,812.14,Lapsed,AGT0134,Labuan
POL0002577,PTP000100,Motor Takaful,General,False,2022-12-07,2042-12-02,20,Monthly,1704.64,Active,AGT0044,Kuala Lumpur
POL0002578,PTP002280,Family Takaful - Retirement,Family,True,2024-11-28,2034-11-26,10,Quarterly,1076.12,Active,AGT0113,Labuan
POL0002579,PTP000843,Family Takaful - Life Protection,Family,True,2022-02-23,2027-02-22,5,Monthly,708.36,Active,AGT0144,Putrajaya
POL0002580,PTP001612,Medical & Health Takaful,Family,False,2023-07-03,2033-06-30,10,Monthly,63.69,Active,AGT0065,Melaka
POL0002581,PTP001916,Medical & Health Takaful,Family,False,2024-10-29,2029-10-28,5,Quarterly,1707.07,Active,AGT0103,Pahang
POL0002582,PTP000471,Medical & Health Takaful,Family,False,2022-12-31,2023-12-31,1,Monthly,979.5,Active,AGT0064,Terengganu
POL0002583,PTP002817,Fire Takaful,General,False,2022-08-12,2042-08-07,20,Semi-Annual,629.29,Active,AGT0008,Pahang
POL0002584,PTP000030,Fire Takaful,General,False,2021-04-05,2031-04-03,10,Annual,1620.87,Active,AGT0086,Kuala Lumpur
POL0002585,PTP001986,Medical & Health Takaful,Family,False,2025-09-15,2035-09-13,10,Semi-Annual,1092.63,Active,AGT0140,Kedah
POL0002586,PTP000488,Family Takaful - Life Protection,Family,True,2026-02-12,2041-02-08,15,Quarterly,140.6,Active,AGT0074,Sabah
POL0002587,PTP002610,Personal Accident Takaful,General,False,2022-06-07,2032-06-04,10,Semi-Annual,756.5,Lapsed,AGT0139,Johor
POL0002588,PTP001585,Personal Accident Takaful,General,False,2021-03-05,2026-03-04,5,Quarterly,1765.92,Active,AGT0125,Perlis
POL0002589,PTP002868,Personal Accident Takaful,General,False,2024-12-16,2034-12-14,10,Semi-Annual,844.4,Active,AGT0149,Johor
POL0002590,PTP000134,Fire Takaful,General,False,2022-02-13,2032-02-11,10,Annual,1363.49,Matured,AGT0146,Penang
POL0002591,PTP002578,Family Takaful - Life Protection,Family,True,2023-08-22,2033-08-19,10,Semi-Annual,1063.57,Active,AGT0003,Johor
POL0002592,PTP000552,Medical & Health Takaful,Family,False,2026-04-29,2027-04-29,1,Annual,314.15,Cancelled,AGT0027,Pahang
POL0002593,PTP001578,Fire Takaful,General,False,2024-10-16,2029-10-15,5,Monthly,1663.79,Lapsed,AGT0025,Putrajaya
POL0002594,PTP001155,Family Takaful - Retirement,Family,True,2026-06-20,2046-06-15,20,Semi-Annual,1824.6,Active,AGT0135,Selangor
POL0002595,PTP002692,Family Takaful - Life Protection,Family,True,2021-04-28,2041-04-23,20,Quarterly,1210.45,Active,AGT0012,Kelantan
POL0002596,PTP001071,Personal Accident Takaful,General,False,2022-02-01,2042-01-27,20,Annual,1254.55,Active,AGT0076,Kuala Lumpur
POL0002597,PTP000634,Fire Takaful,General,False,2023-10-01,2038-09-27,15,Semi-Annual,870.52,Active,AGT0107,Pahang
POL0002598,PTP002274,Medical & Health Takaful,Family,False,2022-06-15,2042-06-10,20,Quarterly,77.8,Active,AGT0099,Pahang
POL0002599,PTP001720,Family Takaful - Life Protection,Family,True,2025-08-23,2026-08-23,1,Monthly,1975.72,Active,AGT0140,Selangor
POL0002600,PTP002741,Personal Accident Takaful,General,False,2022-05-08,2042-05-03,20,Monthly,1548.39,Active,AGT0064,Selangor
POL0002601,PTP000002,Family Takaful - Retirement,Family,True,2023-03-11,2038-03-07,15,Annual,1099.25,Matured,AGT0123,Sabah
POL0002602,PTP002968,Fire Takaful,General,False,2022-09-26,2023-09-26,1,Quarterly,1821.28,Active,AGT0019,Kuala Lumpur
POL0002603,PTP002222,Family Takaful - Education,Family,True,2025-10-04,2045-09-29,20,Quarterly,1488.98,Active,AGT0120,Kelantan
POL0002604,PTP002653,Medical & Health Takaful,Family,False,2022-11-17,2023-11-17,1,Monthly,764.24,Active,AGT0018,Kuala Lumpur
POL0002605,PTP001825,Family Takaful - Education,Family,True,2022-06-04,2037-05-31,15,Quarterly,1481.02,Lapsed,AGT0079,Perak
POL0002606,PTP002713,Motor Takaful,General,False,2025-08-02,2030-08-01,5,Quarterly,697.66,Active,AGT0043,Kelantan
POL0002607,PTP000821,Motor Takaful,General,False,2026-06-20,2036-06-17,10,Semi-Annual,1250.74,Active,AGT0014,Perak
POL0002608,PTP000941,Family Takaful - Life Protection,Family,True,2025-01-12,2035-01-10,10,Semi-Annual,1705.9,Active,AGT0039,Kedah
POL0002609,PTP001076,Medical & Health Takaful,Family,False,2023-06-02,2043-05-28,20,Monthly,1641.28,Matured,AGT0021,Selangor
POL0002610,PTP001435,Family Takaful - Retirement,Family,True,2026-06-23,2036-06-20,10,Quarterly,455.51,Active,AGT0023,Melaka
POL0002611,PTP002948,Motor Takaful,General,False,2021-08-22,2041-08-17,20,Annual,630.43,Active,AGT0084,Sabah
POL0002612,PTP002671,Family Takaful - Education,Family,True,2023-02-06,2038-02-02,15,Monthly,1211.81,Active,AGT0068,Penang
POL0002613,PTP000291,Motor Takaful,General,False,2022-05-11,2037-05-07,15,Semi-Annual,1271.35,Active,AGT0133,Negeri Sembilan
POL0002614,PTP002196,Fire Takaful,General,False,2026-06-05,2036-06-02,10,Monthly,1194.46,Lapsed,AGT0148,Sabah
POL0002615,PTP001724,Family Takaful - Life Protection,Family,True,2025-06-18,2035-06-16,10,Monthly,1483.29,Cancelled,AGT0127,Sabah
POL0002616,PTP000088,Personal Accident Takaful,General,False,2021-08-17,2041-08-12,20,Monthly,1293.58,Active,AGT0006,Penang
POL0002617,PTP002335,Medical & Health Takaful,Family,False,2024-03-14,2029-03-13,5,Semi-Annual,1930.62,Active,AGT0038,Perak
POL0002618,PTP001353,Family Takaful - Retirement,Family,True,2025-03-11,2040-03-07,15,Semi-Annual,1025.43,Active,AGT0004,Selangor
POL0002619,PTP000426,Family Takaful - Retirement,Family,True,2022-04-01,2027-03-31,5,Annual,1571.77,Matured,AGT0070,Sabah
POL0002620,PTP001202,Motor Takaful,General,False,2024-03-15,2039-03-12,15,Monthly,1372.85,Active,AGT0089,Johor
POL0002621,PTP002344,Fire Takaful,General,False,2021-06-12,2036-06-08,15,Annual,1797.74,Matured,AGT0079,Melaka
POL0002622,PTP001741,Family Takaful - Education,Family,True,2025-01-12,2040-01-09,15,Quarterly,1393.74,Lapsed,AGT0137,Labuan
POL0002623,PTP001985,Family Takaful - Retirement,Family,True,2026-02-20,2041-02-16,15,Monthly,523.49,Matured,AGT0137,Sarawak
POL0002624,PTP001366,Medical & Health Takaful,Family,False,2022-06-25,2042-06-20,20,Monthly,1226.28,Matured,AGT0015,Kuala Lumpur
POL0002625,PTP002934,Fire Takaful,General,False,2025-09-07,2030-09-06,5,Annual,570.72,Active,AGT0021,Selangor
POL0002626,PTP001082,Personal Accident Takaful,General,False,2022-07-06,2023-07-06,1,Quarterly,1372.02,Active,AGT0081,Labuan
POL0002627,PTP001411,Medical & Health Takaful,Family,False,2023-10-18,2028-10-16,5,Annual,1968.97,Cancelled,AGT0048,Labuan
POL0002628,PTP001549,Family Takaful - Retirement,Family,True,2026-01-15,2036-01-13,10,Semi-Annual,1468.95,Active,AGT0131,Perlis
POL0002629,PTP002284,Family Takaful - Retirement,Family,True,2025-04-23,2045-04-18,20,Annual,752.18,Lapsed,AGT0069,Labuan
POL0002630,PTP002151,Family Takaful - Life Protection,Family,True,2025-06-30,2035-06-28,10,Annual,1755.85,Active,AGT0012,Kuala Lumpur
POL0002631,PTP000221,Family Takaful - Life Protection,Family,True,2024-11-07,2034-11-05,10,Semi-Annual,559.33,Active,AGT0064,Kedah
POL0002632,PTP001171,Medical & Health Takaful,Family,False,2024-12-01,2029-11-30,5,Semi-Annual,1190.68,Active,AGT0002,Negeri Sembilan
POL0002633,PTP000485,Fire Takaful,General,False,2024-06-29,2034-06-27,10,Annual,118.69,Active,AGT0051,Labuan
POL0002634,PTP000166,Medical & Health Takaful,Family,False,2024-10-03,2025-10-03,1,Monthly,1712.86,Active,AGT0031,Sarawak
POL0002635,PTP002191,Fire Takaful,General,False,2025-12-11,2035-12-09,10,Semi-Annual,1327.16,Active,AGT0072,Sabah
POL0002636,PTP000730,Motor Takaful,General,False,2022-02-27,2027-02-26,5,Quarterly,529.99,Active,AGT0118,Putrajaya
POL0002637,PTP002945,Family Takaful - Education,Family,True,2021-11-28,2041-11-23,20,Monthly,61.33,Lapsed,AGT0097,Putrajaya
POL0002638,PTP002856,Personal Accident Takaful,General,False,2026-03-03,2036-02-29,10,Quarterly,1884.63,Active,AGT0068,Selangor
POL0002639,PTP002430,Motor Takaful,General,False,2024-09-21,2044-09-16,20,Monthly,352.74,Cancelled,AGT0058,Perlis
POL0002640,PTP002349,Personal Accident Takaful,General,False,2024-01-17,2039-01-13,15,Quarterly,543.14,Cancelled,AGT0079,Labuan
POL0002641,PTP001600,Fire Takaful,General,False,2023-05-20,2043-05-15,20,Annual,864.93,Active,AGT0024,Labuan
POL0002642,PTP001882,Medical & Health Takaful,Family,False,2024-06-11,2034-06-09,10,Monthly,1070.84,Active,AGT0049,Penang
POL0002643,PTP002533,Medical & Health Takaful,Family,False,2024-07-26,2029-07-25,5,Annual,1464.99,Lapsed,AGT0010,Selangor
POL0002644,PTP001316,Family Takaful - Life Protection,Family,True,2021-09-23,2026-09-22,5,Monthly,1986.02,Active,AGT0126,Negeri Sembilan
POL0002645,PTP000255,Family Takaful - Life Protection,Family,True,2024-05-21,2034-05-19,10,Annual,1261.28,Active,AGT0083,Terengganu
POL0002646,PTP002316,Personal Accident Takaful,General,False,2022-01-21,2027-01-20,5,Monthly,860.73,Active,AGT0127,Kedah
POL0002647,PTP001848,Personal Accident Takaful,General,False,2023-05-09,2024-05-08,1,Quarterly,1573.52,Active,AGT0079,Johor
POL0002648,PTP000701,Fire Takaful,General,False,2023-08-25,2033-08-22,10,Quarterly,689.18,Active,AGT0095,Kuala Lumpur
POL0002649,PTP000742,Family Takaful - Retirement,Family,True,2024-11-24,2034-11-22,10,Monthly,1681.56,Matured,AGT0099,Sabah
POL0002650,PTP002865,Medical & Health Takaful,Family,False,2024-01-11,2029-01-09,5,Semi-Annual,699.24,Active,AGT0132,Perlis
POL0002651,PTP000824,Family Takaful - Life Protection,Family,True,2026-07-24,2027-07-24,1,Monthly,350.02,Active,AGT0009,Perak
POL0002652,PTP002150,Fire Takaful,General,False,2021-11-01,2022-11-01,1,Monthly,1926.47,Lapsed,AGT0125,Kelantan
POL0002653,PTP000952,Personal Accident Takaful,General,False,2024-04-30,2034-04-28,10,Semi-Annual,455.29,Active,AGT0001,Sabah
POL0002654,PTP002661,Fire Takaful,General,False,2025-03-18,2030-03-17,5,Semi-Annual,528.99,Active,AGT0019,Kelantan
POL0002655,PTP002615,Family Takaful - Life Protection,Family,True,2026-07-22,2027-07-22,1,Semi-Annual,1632.48,Active,AGT0093,Penang
POL0002656,PTP001102,Fire Takaful,General,False,2023-07-22,2033-07-19,10,Monthly,1716.2,Active,AGT0051,Kelantan
POL0002657,PTP002079,Family Takaful - Retirement,Family,True,2021-06-28,2031-06-26,10,Semi-Annual,1473.93,Active,AGT0044,Kelantan
POL0002658,PTP000211,Fire Takaful,General,False,2022-08-04,2027-08-03,5,Annual,700.91,Active,AGT0044,Melaka
POL0002659,PTP000146,Family Takaful - Retirement,Family,True,2025-01-15,2030-01-14,5,Annual,138.64,Matured,AGT0030,Kedah
POL0002660,PTP002511,Family Takaful - Education,Family,True,2021-01-18,2031-01-16,10,Quarterly,762.86,Active,AGT0043,Sarawak
POL0002661,PTP001098,Family Takaful - Education,Family,True,2026-07-08,2027-07-08,1,Annual,1516.42,Active,AGT0058,Kedah
POL0002662,PTP001370,Family Takaful - Retirement,Family,True,2025-01-05,2040-01-02,15,Semi-Annual,517.73,Active,AGT0017,Perak
POL0002663,PTP002280,Family Takaful - Retirement,Family,True,2023-05-10,2043-05-05,20,Annual,1149.47,Active,AGT0100,Kuala Lumpur
POL0002664,PTP000180,Personal Accident Takaful,General,False,2024-11-15,2034-11-13,10,Quarterly,1002.25,Lapsed,AGT0052,Selangor
POL0002665,PTP001888,Motor Takaful,General,False,2022-05-31,2037-05-27,15,Monthly,1277.84,Active,AGT0074,Selangor
POL0002666,PTP001246,Family Takaful - Retirement,Family,True,2026-02-11,2036-02-09,10,Annual,101.14,Lapsed,AGT0004,Pahang
POL0002667,PTP001690,Fire Takaful,General,False,2025-05-24,2035-05-22,10,Monthly,1574.45,Active,AGT0083,Kelantan
POL0002668,PTP002420,Medical & Health Takaful,Family,False,2022-06-30,2027-06-29,5,Semi-Annual,443.81,Active,AGT0065,Kedah
POL0002669,PTP000075,Family Takaful - Education,Family,True,2025-06-24,2030-06-23,5,Monthly,1395.89,Matured,AGT0110,Labuan
POL0002670,PTP000413,Fire Takaful,General,False,2023-10-06,2038-10-02,15,Semi-Annual,1529.66,Active,AGT0024,Negeri Sembilan
POL0002671,PTP002944,Family Takaful - Life Protection,Family,True,2021-07-22,2026-07-21,5,Monthly,1117.79,Active,AGT0037,Sarawak
POL0002672,PTP000647,Motor Takaful,General,False,2025-08-12,2026-08-12,1,Quarterly,575.66,Active,AGT0085,Negeri Sembilan
POL0002673,PTP000559,Family Takaful - Life Protection,Family,True,2023-12-07,2043-12-02,20,Semi-Annual,354.59,Active,AGT0039,Kedah
POL0002674,PTP002832,Family Takaful - Life Protection,Family,True,2021-08-17,2022-08-17,1,Quarterly,103.1,Active,AGT0135,Sabah
POL0002675,PTP002231,Fire Takaful,General,False,2022-10-22,2032-10-19,10,Semi-Annual,1341.47,Active,AGT0126,Johor
POL0002676,PTP002926,Family Takaful - Life Protection,Family,True,2024-10-06,2029-10-05,5,Semi-Annual,1529.92,Cancelled,AGT0030,Labuan
POL0002677,PTP001683,Family Takaful - Life Protection,Family,True,2024-02-24,2044-02-19,20,Annual,585.85,Lapsed,AGT0074,Kuala Lumpur
POL0002678,PTP002202,Personal Accident Takaful,General,False,2026-02-04,2041-01-31,15,Semi-Annual,1181.04,Active,AGT0018,Melaka
POL0002679,PTP000015,Motor Takaful,General,False,2023-02-15,2024-02-15,1,Monthly,1301.78,Active,AGT0101,Kedah
POL0002680,PTP000973,Medical & Health Takaful,Family,False,2021-08-13,2026-08-12,5,Quarterly,996.05,Matured,AGT0086,Perlis
POL0002681,PTP001925,Personal Accident Takaful,General,False,2022-11-03,2037-10-30,15,Quarterly,184.28,Active,AGT0038,Negeri Sembilan
POL0002682,PTP001316,Personal Accident Takaful,General,False,2026-04-12,2041-04-08,15,Quarterly,1736.67,Active,AGT0047,Negeri Sembilan
POL0002683,PTP000796,Motor Takaful,General,False,2022-10-02,2023-10-02,1,Quarterly,594.76,Active,AGT0043,Sabah
POL0002684,PTP000658,Motor Takaful,General,False,2023-07-03,2028-07-01,5,Monthly,1067.99,Active,AGT0084,Sabah
POL0002685,PTP002957,Family Takaful - Life Protection,Family,True,2023-06-10,2033-06-07,10,Monthly,1222.71,Active,AGT0125,Selangor
POL0002686,PTP002380,Personal Accident Takaful,General,False,2024-04-08,2025-04-08,1,Monthly,1761.02,Cancelled,AGT0077,Penang
POL0002687,PTP000704,Family Takaful - Retirement,Family,True,2024-10-18,2029-10-17,5,Quarterly,411.77,Active,AGT0095,Kelantan
POL0002688,PTP001814,Fire Takaful,General,False,2021-04-18,2041-04-13,20,Quarterly,1347.42,Active,AGT0059,Terengganu
POL0002689,PTP000142,Family Takaful - Retirement,Family,True,2025-08-27,2030-08-26,5,Quarterly,1403.57,Active,AGT0118,Melaka
POL0002690,PTP000463,Family Takaful - Retirement,Family,True,2023-03-17,2033-03-14,10,Quarterly,1127.99,Active,AGT0134,Putrajaya
POL0002691,PTP002083,Fire Takaful,General,False,2025-02-04,2045-01-30,20,Monthly,205.39,Active,AGT0009,Melaka
POL0002692,PTP001394,Motor Takaful,General,False,2026-05-30,2036-05-27,10,Monthly,1162.25,Active,AGT0048,Terengganu
POL0002693,PTP001954,Family Takaful - Life Protection,Family,True,2023-07-11,2028-07-09,5,Quarterly,1495.06,Active,AGT0124,Selangor
POL0002694,PTP002292,Medical & Health Takaful,Family,False,2021-10-14,2041-10-09,20,Semi-Annual,899.68,Active,AGT0077,Kelantan
POL0002695,PTP002791,Medical & Health Takaful,Family,False,2024-03-13,2039-03-10,15,Semi-Annual,1452.24,Active,AGT0026,Melaka
POL0002696,PTP002244,Family Takaful - Life Protection,Family,True,2025-02-11,2040-02-08,15,Monthly,1745.41,Active,AGT0098,Perak
POL0002697,PTP002723,Personal Accident Takaful,General,False,2022-07-25,2037-07-21,15,Monthly,1696.66,Lapsed,AGT0086,Perak
POL0002698,PTP002775,Fire Takaful,General,False,2025-02-20,2035-02-18,10,Monthly,1790.01,Lapsed,AGT0016,Terengganu
POL0002699,PTP001455,Fire Takaful,General,False,2025-08-09,2030-08-08,5,Monthly,1324.02,Active,AGT0105,Putrajaya
POL0002700,PTP001724,Fire Takaful,General,False,2021-04-18,2041-04-13,20,Monthly,1663.44,Lapsed,AGT0146,Kelantan
POL0002701,PTP001238,Medical & Health Takaful,Family,False,2021-05-26,2026-05-25,5,Semi-Annual,440.74,Active,AGT0074,Pahang
POL0002702,PTP000814,Fire Takaful,General,False,2022-10-01,2023-10-01,1,Semi-Annual,888.84,Matured,AGT0058,Perak
POL0002703,PTP001672,Fire Takaful,General,False,2021-10-03,2031-10-01,10,Semi-Annual,1977.66,Matured,AGT0054,Labuan
POL0002704,PTP000292,Family Takaful - Retirement,Family,True,2022-09-04,2032-09-01,10,Monthly,420.63,Active,AGT0017,Pahang
POL0002705,PTP002769,Personal Accident Takaful,General,False,2025-08-12,2045-08-07,20,Monthly,532.54,Active,AGT0094,Kedah
POL0002706,PTP002977,Family Takaful - Education,Family,True,2023-02-03,2028-02-02,5,Quarterly,1983.22,Lapsed,AGT0103,Melaka
POL0002707,PTP002403,Medical & Health Takaful,Family,False,2024-02-28,2039-02-24,15,Monthly,1120.6,Active,AGT0098,Negeri Sembilan
POL0002708,PTP001155,Family Takaful - Life Protection,Family,True,2025-08-22,2030-08-21,5,Monthly,122.18,Active,AGT0021,Kuala Lumpur
POL0002709,PTP002998,Family Takaful - Education,Family,True,2021-05-31,2022-05-31,1,Semi-Annual,313.65,Active,AGT0003,Terengganu
POL0002710,PTP001605,Motor Takaful,General,False,2024-05-02,2029-05-01,5,Annual,254.33,Active,AGT0006,Selangor
POL0002711,PTP001145,Family Takaful - Retirement,Family,True,2021-10-12,2022-10-12,1,Monthly,1332.89,Active,AGT0050,Penang
POL0002712,PTP002999,Personal Accident Takaful,General,False,2024-04-16,2044-04-11,20,Monthly,387.33,Active,AGT0054,Selangor
POL0002713,PTP002921,Medical & Health Takaful,Family,False,2024-03-30,2025-03-30,1,Monthly,1781.94,Active,AGT0016,Putrajaya
POL0002714,PTP000165,Fire Takaful,General,False,2024-01-30,2029-01-28,5,Semi-Annual,196.33,Active,AGT0003,Sarawak
POL0002715,PTP000362,Family Takaful - Retirement,Family,True,2026-02-10,2046-02-05,20,Annual,667.17,Active,AGT0111,Putrajaya
POL0002716,PTP001466,Fire Takaful,General,False,2022-04-20,2032-04-17,10,Quarterly,276.23,Active,AGT0019,Pahang
POL0002717,PTP001652,Family Takaful - Education,Family,True,2024-12-09,2025-12-09,1,Quarterly,568.38,Matured,AGT0122,Kuala Lumpur
POL0002718,PTP002807,Family Takaful - Life Protection,Family,True,2021-09-24,2031-09-22,10,Annual,1567.95,Active,AGT0086,Johor
POL0002719,PTP000482,Family Takaful - Education,Family,True,2025-11-15,2030-11-14,5,Annual,1736.79,Lapsed,AGT0066,Sarawak
POL0002720,PTP001515,Motor Takaful,General,False,2023-03-01,2033-02-26,10,Annual,268.13,Active,AGT0108,Pahang
POL0002721,PTP000043,Fire Takaful,General,False,2023-11-10,2038-11-06,15,Semi-Annual,414.21,Active,AGT0032,Kuala Lumpur
POL0002722,PTP002035,Family Takaful - Life Protection,Family,True,2026-08-07,2027-08-07,1,Monthly,414.44,Active,AGT0083,Kuala Lumpur
POL0002723,PTP002236,Fire Takaful,General,False,2024-06-08,2034-06-06,10,Quarterly,1636.68,Active,AGT0006,Perlis
POL0002724,PTP002946,Personal Accident Takaful,General,False,2021-05-22,2041-05-17,20,Quarterly,885.6,Active,AGT0059,Kedah
POL0002725,PTP001670,Family Takaful - Education,Family,True,2022-02-11,2023-02-11,1,Quarterly,1849.37,Lapsed,AGT0026,Melaka
POL0002726,PTP000242,Family Takaful - Education,Family,True,2022-04-14,2027-04-13,5,Annual,1677.54,Matured,AGT0029,Perak
POL0002727,PTP002711,Fire Takaful,General,False,2023-01-27,2043-01-22,20,Semi-Annual,1065.54,Lapsed,AGT0086,Melaka
POL0002728,PTP002551,Family Takaful - Life Protection,Family,True,2024-12-28,2034-12-26,10,Semi-Annual,1290.05,Lapsed,AGT0012,Perak
POL0002729,PTP001660,Medical & Health Takaful,Family,False,2023-12-04,2028-12-02,5,Annual,984.45,Active,AGT0101,Perlis
POL0002730,PTP001141,Motor Takaful,General,False,2021-09-14,2022-09-14,1,Monthly,123.17,Cancelled,AGT0044,Perak
POL0002731,PTP002863,Medical & Health Takaful,Family,False,2022-08-31,2032-08-28,10,Annual,418.6,Active,AGT0128,Kedah
POL0002732,PTP002717,Medical & Health Takaful,Family,False,2026-02-09,2041-02-05,15,Monthly,1039.82,Active,AGT0131,Perak
POL0002733,PTP001030,Family Takaful - Education,Family,True,2023-07-03,2033-06-30,10,Quarterly,212.33,Active,AGT0025,Terengganu
POL0002734,PTP001862,Motor Takaful,General,False,2023-01-01,2024-01-01,1,Quarterly,1145.76,Lapsed,AGT0099,Penang
POL0002735,PTP002911,Medical & Health Takaful,Family,False,2022-11-03,2023-11-03,1,Quarterly,210.57,Active,AGT0084,Johor
POL0002736,PTP002783,Family Takaful - Life Protection,Family,True,2025-04-12,2040-04-08,15,Annual,162.99,Cancelled,AGT0109,Johor
POL0002737,PTP000359,Personal Accident Takaful,General,False,2021-03-23,2041-03-18,20,Quarterly,578.19,Active,AGT0146,Sabah
POL0002738,PTP002697,Fire Takaful,General,False,2026-05-10,2041-05-06,15,Quarterly,1801.46,Lapsed,AGT0006,Perlis
POL0002739,PTP000937,Personal Accident Takaful,General,False,2023-04-27,2028-04-25,5,Semi-Annual,1641.64,Active,AGT0101,Kelantan
POL0002740,PTP002633,Medical & Health Takaful,Family,False,2025-10-20,2026-10-20,1,Semi-Annual,1594.49,Active,AGT0135,Selangor
POL0002741,PTP002657,Family Takaful - Education,Family,True,2024-10-23,2025-10-23,1,Monthly,1373.61,Active,AGT0012,Perlis
POL0002742,PTP002564,Motor Takaful,General,False,2023-02-05,2033-02-02,10,Monthly,143.51,Active,AGT0095,Perlis
POL0002743,PTP001209,Family Takaful - Retirement,Family,True,2021-11-15,2041-11-10,20,Semi-Annual,1169.13,Lapsed,AGT0033,Melaka
POL0002744,PTP000866,Medical & Health Takaful,Family,False,2021-09-27,2036-09-23,15,Monthly,143.94,Active,AGT0150,Kuala Lumpur
POL0002745,PTP001804,Medical & Health Takaful,Family,False,2022-01-13,2042-01-08,20,Monthly,279.42,Lapsed,AGT0080,Sarawak
POL0002746,PTP001692,Medical & Health Takaful,Family,False,2023-12-16,2043-12-11,20,Quarterly,77.98,Lapsed,AGT0024,Putrajaya
POL0002747,PTP001813,Family Takaful - Retirement,Family,True,2022-01-19,2023-01-19,1,Annual,1545.31,Active,AGT0096,Selangor
POL0002748,PTP002839,Fire Takaful,General,False,2021-06-16,2031-06-14,10,Annual,417.14,Active,AGT0051,Johor
POL0002749,PTP001362,Personal Accident Takaful,General,False,2025-12-31,2035-12-29,10,Quarterly,1307.02,Matured,AGT0083,Kuala Lumpur
POL0002750,PTP002934,Motor Takaful,General,False,2023-10-12,2043-10-07,20,Quarterly,817.64,Matured,AGT0016,Sarawak
POL0002751,PTP001739,Medical & Health Takaful,Family,False,2024-04-07,2044-04-02,20,Semi-Annual,887.23,Matured,AGT0121,Terengganu
POL0002752,PTP000834,Personal Accident Takaful,General,False,2024-08-24,2025-08-24,1,Quarterly,1782.78,Active,AGT0127,Negeri Sembilan
POL0002753,PTP000828,Motor Takaful,General,False,2022-07-14,2037-07-10,15,Monthly,52.03,Active,AGT0118,Kuala Lumpur
POL0002754,PTP002930,Family Takaful - Education,Family,True,2023-04-30,2038-04-26,15,Monthly,1102.56,Active,AGT0064,Perak
POL0002755,PTP000023,Motor Takaful,General,False,2022-09-16,2027-09-15,5,Monthly,551.31,Lapsed,AGT0104,Selangor
POL0002756,PTP002447,Fire Takaful,General,False,2021-04-11,2041-04-06,20,Annual,954.87,Lapsed,AGT0137,Terengganu
POL0002757,PTP000467,Medical & Health Takaful,Family,False,2025-06-21,2026-06-21,1,Annual,1146.89,Matured,AGT0067,Negeri Sembilan
POL0002758,PTP001089,Motor Takaful,General,False,2021-07-16,2031-07-14,10,Semi-Annual,485.6,Lapsed,AGT0103,Penang
POL0002759,PTP001779,Fire Takaful,General,False,2022-08-02,2027-08-01,5,Annual,1394.45,Active,AGT0114,Perak
POL0002760,PTP001768,Family Takaful - Education,Family,True,2021-03-18,2031-03-16,10,Monthly,573.71,Active,AGT0098,Selangor
POL0002761,PTP000738,Motor Takaful,General,False,2024-05-23,2039-05-20,15,Semi-Annual,743.62,Active,AGT0024,Pahang
POL0002762,PTP001570,Motor Takaful,General,False,2025-06-30,2035-06-28,10,Quarterly,1753.41,Lapsed,AGT0150,Putrajaya
POL0002763,PTP001125,Family Takaful - Retirement,Family,True,2023-02-19,2043-02-14,20,Monthly,1928.61,Active,AGT0139,Negeri Sembilan
POL0002764,PTP002280,Medical & Health Takaful,Family,False,2025-08-09,2026-08-09,1,Semi-Annual,1580.55,Active,AGT0058,Kedah
POL0002765,PTP002743,Fire Takaful,General,False,2025-12-13,2030-12-12,5,Monthly,786.6,Active,AGT0016,Pahang
POL0002766,PTP001796,Family Takaful - Retirement,Family,True,2023-07-02,2038-06-28,15,Annual,1225.56,Active,AGT0056,Johor
POL0002767,PTP002166,Fire Takaful,General,False,2023-06-12,2033-06-09,10,Monthly,400.46,Active,AGT0074,Sabah
POL0002768,PTP002631,Medical & Health Takaful,Family,False,2024-11-01,2029-10-31,5,Semi-Annual,1701.55,Active,AGT0021,Pahang
POL0002769,PTP000285,Personal Accident Takaful,General,False,2022-10-16,2023-10-16,1,Annual,1523.21,Active,AGT0002,Perlis
POL0002770,PTP000182,Family Takaful - Education,Family,True,2021-03-22,2036-03-18,15,Annual,1893.58,Matured,AGT0130,Putrajaya
POL0002771,PTP002057,Fire Takaful,General,False,2022-10-18,2032-10-15,10,Semi-Annual,302.4,Lapsed,AGT0093,Perak
POL0002772,PTP002362,Family Takaful - Life Protection,Family,True,2024-09-12,2034-09-10,10,Monthly,1419.77,Active,AGT0077,Negeri Sembilan
POL0002773,PTP002565,Family Takaful - Retirement,Family,True,2021-03-14,2026-03-13,5,Annual,1768.48,Active,AGT0051,Melaka
POL0002774,PTP001545,Medical & Health Takaful,Family,False,2021-04-03,2041-03-29,20,Semi-Annual,283.62,Active,AGT0136,Kelantan
POL0002775,PTP000179,Family Takaful - Life Protection,Family,True,2025-07-15,2035-07-13,10,Quarterly,1977.02,Active,AGT0058,Penang
POL0002776,PTP001412,Fire Takaful,General,False,2023-04-05,2024-04-04,1,Annual,984.78,Matured,AGT0027,Kuala Lumpur
POL0002777,PTP001194,Fire Takaful,General,False,2026-07-26,2046-07-21,20,Monthly,878.42,Active,AGT0016,Kedah
