transaction_id,agent_id,policy_id,transaction_type,transaction_date,commission_rate,commission_amount_shareholders_fund
AGX00003420,AGT0121,POL0002946,Renewal,2026-07-27,0.07,39.65
AGX00003421,AGT0095,POL0001456,New Business,2026-01-27,0.05,93.35
AGX00003422,AGT0014,POL0000175,Renewal,2026-07-22,0.2,155.7
AGX00003423,AGT0099,POL0003790,New Business,2024-05-23,0.14,42.24
AGX00003424,AGT0011,POL0001803,Renewal,2026-04-07,0.08,105.28
AGX00003425,AGT0124,POL0002693,Renewal,2023-07-15,0.24,358.81
AGX00003426,AGT0003,POL0001546,Renewal,2024-10-09,0.19,347.72
AGX00003427,AGT0080,POL0004066,Renewal,2023-06-21,0.21,327.33
AGX00003428,AGT0009,POL0002843,Renewal,2025-08-18,0.18,266.01
AGX00003429,AGT0096,POL0001711,New Business,2022-04-24,0.2,277.94
AGX00003430,AGT0115,POL0000322,Renewal,2025-07-22,0.24,408.86
AGX00003431,AGT0139,POL0000644,New Business,2025-03-12,0.12,102.6
AGX00003432,AGT0122,POL0002446,Renewal,2025-05-11,0.07,79.58
AGX00003433,AGT0093,POL0003312,New Business,2025-12-10,0.15,272.91
AGX00003434,AGT0051,POL0001070,Renewal,2023-10-03,0.15,189.63
AGX00003435,AGT0106,POL0003195,New Business,2024-01-01,0.17,119.85
AGX00003436,AGT0082,POL0000012,New Business,2023-08-28,0.17,117.65
AGX00003437,AGT0102,POL0004455,New Business,2026-02-14,0.23,409.13
AGX00003438,AGT0135,POL0004702,New Business,2026-05-13,0.06,91.67
AGX00003439,AGT0011,POL0000490,New Business,2026-06-17,0.18,225.14
AGX00003440,AGT0050,POL0002281,Renewal,2023-09-18,0.11,24.52
AGX00003441,AGT0085,POL0000591,Renewal,2026-05-15,0.2,368.18
AGX00003442,AGT0013,POL0004731,Renewal,2026-04-15,0.14,23.01
AGX00003443,AGT0115,POL0001797,New Business,2022-12-09,0.12,219.55
AGX00003444,AGT0141,POL0004715,Renewal,2022-05-03,0.2,50.5
AGX00003445,AGT0133,POL0004470,New Business,2026-05-08,0.24,119.74
AGX00003446,AGT0051,POL0003544,Renewal,2025-10-07,0.12,79.0
AGX00003447,AGT0139,POL0004720,Renewal,2026-05-16,0.13,134.64
AGX00003448,AGT0118,POL0001171,New Business,2026-06-04,0.12,158.5
AGX00003449,AGT0027,POL0004787,Renewal,2024-08-16,0.18,151.71
AGX00003450,AGT0041,POL0000144,Renewal,2025-05-17,0.09,174.94
AGX00003451,AGT0142,POL0003088,Renewal,2023-04-11,0.05,95.71
AGX00003452,AGT0114,POL0003660,New Business,2024-02-17,0.07,128.0
AGX00003453,AGT0016,POL0004363,Renewal,2023-04-15,0.08,39.0
AGX00003454,AGT0019,POL0002602,New Business,2023-08-02,0.24,437.11
AGX00003455,AGT0020,POL0000395,New Business,2026-03-04,0.05,59.53
AGX00003456,AGT0148,POL0002086,Renewal,2024-02-18,0.23,422.08
AGX00003457,AGT0137,POL0002492,Renewal,2026-06-26,0.07,108.01
AGX00003458,AGT0108,POL0004770,New Business,2024-10-02,0.21,330.91
AGX00003459,AGT0049,POL0000408,Renewal,2023-07-04,0.17,329.85
AGX00003460,AGT0010,POL0004473,Renewal,2023-07-06,0.25,29.7
AGX00003461,AGT0131,POL0003506,Renewal,2023-08-21,0.08,37.63
AGX00003462,AGT0134,POL0004512,Renewal,2023-02-22,0.13,230.73
AGX00003463,AGT0017,POL0001404,New Business,2026-05-18,0.21,210.76
AGX00003464,AGT0023,POL0001417,Renewal,2026-03-29,0.13,154.58
AGX00003465,AGT0120,POL0004490,Renewal,2024-06-08,0.12,87.99
AGX00003466,AGT0025,POL0003414,New Business,2023-05-26,0.06,71.11
AGX00003467,AGT0017,POL0003654,New Business,2025-01-01,0.08,122.07
AGX00003468,AGT0073,POL0001134,Renewal,2025-10-01,0.23,381.31
AGX00003469,AGT0117,POL0004109,New Business,2025-12-14,0.13,148.99
AGX00003470,AGT0096,POL0000391,Renewal,2022-01-10,0.21,359.03
AGX00003471,AGT0066,POL0001073,New Business,2025-11-13,0.19,86.79
AGX00003472,AGT0071,POL0000735,Renewal,2023-04-07,0.12,15.45
AGX00003473,AGT0007,POL0000229,New Business,2023-06-01,0.08,124.17
AGX00003474,AGT0117,POL0004109,Renewal,2025-07-15,0.1,114.61
AGX00003475,AGT0114,POL0003310,New Business,2024-01-16,0.21,176.0
AGX00003476,AGT0083,POL0001759,Renewal,2026-08-29,0.15,245.14
AGX00003477,AGT0130,POL0002865,Renewal,2026-02-03,0.18,146.97
AGX00003478,AGT0002,POL0002632,Renewal,2026-05-24,0.18,214.32
AGX00003479,AGT0005,POL0004280,Renewal,2025-06-20,0.14,106.55
AGX00003480,AGT0002,POL0001116,Renewal,2026-04-30,0.18,83.79
AGX00003481,AGT0009,POL0003673,New Business,2023-08-04,0.06,62.91
AGX00003482,AGT0133,POL0003990,Renewal,2026-04-25,0.22,86.2
AGX00003483,AGT0007,POL0001094,New Business,2025-11-28,0.08,141.05
AGX00003484,AGT0073,POL0002877,Renewal,2024-04-03,0.1,87.74
AGX00003485,AGT0111,POL0000841,New Business,2023-06-10,0.19,285.82
AGX00003486,AGT0018,POL0000867,New Business,2023-04-10,0.07,57.33
AGX00003487,AGT0045,POL0003829,Renewal,2024-08-01,0.08,36.84
AGX00003488,AGT0139,POL0002533,Renewal,2026-06-21,0.1,128.91
AGX00003489,AGT0008,POL0004326,Renewal,2026-05-25,0.23,19.15
AGX00003490,AGT0020,POL0004323,Renewal,2021-11-11,0.17,262.91
AGX00003491,AGT0074,POL0002191,Renewal,2026-01-18,0.1,48.26
AGX00003492,AGT0124,POL0000626,Renewal,2024-10-06,0.07,66.49
AGX00003493,AGT0144,POL0004114,New Business,2022-09-11,0.07,12.27
AGX00003494,AGT0059,POL0002569,Renewal,2026-05-29,0.12,234.54
AGX00003495,AGT0062,POL0001457,New Business,2026-07-29,0.06,79.99
AGX00003496,AGT0020,POL0004970,New Business,2026-08-01,0.09,96.62
AGX00003497,AGT0063,POL0004056,Renewal,2025-10-12,0.21,173.3
AGX00003498,AGT0001,POL0002100,Renewal,2025-03-04,0.12,199.77
AGX00003499,AGT0015,POL0000633,Renewal,2026-07-13,0.06,4.48
AGX00003500,AGT0073,POL0001141,New Business,2025-06-18,0.06,105.28
AGX00003501,AGT0104,POL0002203,Renewal,2025-12-07,0.07,17.74
AGX00003502,AGT0041,POL0003494,Renewal,2024-09-17,0.06,7.41
AGX00003503,AGT0121,POL0001513,New Business,2025-04-15,0.1,13.08
AGX00003504,AGT0049,POL0001522,Renewal,2022-11-23,0.1,94.79
AGX00003505,AGT0091,POL0001659,Renewal,2022-05-18,0.19,367.58
AGX00003506,AGT0063,POL0001574,Renewal,2024-12-01,0.08,83.74
AGX00003507,AGT0136,POL0002774,New Business,2022-09-25,0.2,56.72
AGX00003508,AGT0073,POL0004622,Renewal,2025-12-14,0.09,102.83
AGX00003509,AGT0134,POL0003401,New Business,2026-06-29,0.11,121.33
AGX00003510,AGT0099,POL0001248,New Business,2023-03-27,0.06,31.8
AGX00003511,AGT0082,POL0003008,Renewal,2023-04-19,0.15,51.83
AGX00003512,AGT0134,POL0003492,Renewal,2024-09-07,0.2,325.48
AGX00003513,AGT0063,POL0000298,Renewal,2022-03-30,0.23,402.3
AGX00003514,AGT0067,POL0002974,Renewal,2026-03-05,0.11,101.22
AGX00003515,AGT0043,POL0001561,Renewal,2023-07-31,0.11,17.71
AGX00003516,AGT0116,POL0000036,Renewal,2025-12-04,0.17,253.93
AGX00003517,AGT0125,POL0000958,New Business,2025-12-03,0.08,103.0
AGX00003518,AGT0011,POL0000413,Renewal,2024-12-30,0.25,384.07
AGX00003519,AGT0099,POL0001248,New Business,2025-12-04,0.16,84.79
AGX00003520,AGT0098,POL0003993,Renewal,2026-01-30,0.08,134.33
AGX00003521,AGT0076,POL0003865,Renewal,2026-05-15,0.25,485.15
AGX00003522,AGT0044,POL0004853,Renewal,2025-09-21,0.11,175.65
AGX00003523,AGT0117,POL0001489,New Business,2025-04-12,0.21,17.94
AGX00003524,AGT0087,POL0001361,Renewal,2023-04-30,0.08,78.38
AGX00003525,AGT0072,POL0000334,New Business,2026-04-10,0.07,96.33
AGX00003526,AGT0148,POL0000575,Renewal,2025-06-17,0.13,120.57
AGX00003527,AGT0067,POL0002974,New Business,2024-12-07,0.13,119.62
AGX00003528,AGT0098,POL0003730,Renewal,2025-08-07,0.19,341.55
AGX00003529,AGT0124,POL0000902,Renewal,2025-04-10,0.06,41.95
AGX00003530,AGT0028,POL0004226,Renewal,2025-04-12,0.07,92.86
AGX00003531,AGT0058,POL0004936,Renewal,2025-04-23,0.13,146.85
AGX00003532,AGT0082,POL0000352,Renewal,2022-09-23,0.14,14.41
AGX00003533,AGT0067,POL0002197,Renewal,2024-04-26,0.19,19.54
AGX00003534,AGT0052,POL0003541,Renewal,2025-09-28,0.14,34.69
AGX00003535,AGT0116,POL0000032,Renewal,2026-06-17,0.11,30.51
AGX00003536,AGT0137,POL0004496,Renewal,2024-09-18,0.14,248.12
AGX00003537,AGT0134,POL0002526,Renewal,2024-01-29,0.13,159.24
AGX00003538,AGT0149,POL0003142,Renewal,2026-08-09,0.2,61.86
AGX00003539,AGT0024,POL0002003,New Business,2026-08-31,0.17,72.17
AGX00003540,AGT0108,POL0004084,New Business,2026-09-01,0.07,132.9
AGX00003541,AGT0012,POL0004263,Renewal,2024-09-08,0.14,78.31
AGX00003542,AGT0124,POL0000902,Renewal,2026-08-04,0.22,153.82
AGX00003543,AGT0102,POL0000723,New Business,2025-04-26,0.2,21.75
AGX00003544,AGT0040,POL0000789,New Business,2023-09-12,0.17,37.15
AGX00003545,AGT0111,POL0002341,Renewal,2026-05-06,0.08,15.73
AGX00003546,AGT0086,POL0001843,Renewal,2026-07-21,0.21,380.36
AGX00003547,AGT0067,POL0003233,Renewal,2026-02-12,0.19,109.96
AGX00003548,AGT0023,POL0004020,Renewal,2023-01-25,0.23,245.25
AGX00003549,AGT0080,POL0002949,Renewal,2026-03-09,0.18,265.57
AGX00003550,AGT0015,POL0003337,Renewal,2023-10-26,0.14,220.16
AGX00003551,AGT0099,POL0001078,Renewal,2021-07-28,0.24,13.19
AGX00003552,AGT0088,POL0000147,Renewal,2021-10-28,0.17,222.69
AGX00003553,AGT0074,POL0002586,New Business,2026-02-24,0.08,11.25
AGX00003554,AGT0134,POL0002329,Renewal,2026-08-05,0.11,86.8
AGX00003555,AGT0066,POL0004911,New Business,2023-03-09,0.12,117.5
AGX00003556,AGT0024,POL0004505,New Business,2023-10-03,0.19,154.36
AGX00003557,AGT0064,POL0001600,New Business,2026-05-09,0.19,98.91
AGX00003558,AGT0134,POL0002851,Renewal,2026-08-16,0.06,44.51
AGX00003559,AGT0084,POL0001284,New Business,2026-03-08,0.19,46.85
AGX00003560,AGT0050,POL0003373,Renewal,2026-06-24,0.13,119.81
AGX00003561,AGT0048,POL0000834,Renewal,2023-06-06,0.12,169.46
AGX00003562,AGT0116,POL0000596,New Business,2026-02-27,0.19,34.53
AGX00003563,AGT0077,POL0001593,New Business,2026-05-29,0.11,62.23
AGX00003564,AGT0082,POL0004134,New Business,2026-08-16,0.08,8.38
AGX00003565,AGT0142,POL0002892,Renewal,2023-05-22,0.23,42.53
AGX00003566,AGT0072,POL0000183,New Business,2023-03-17,0.08,91.72
AGX00003567,AGT0004,POL0002164,New Business,2022-07-25,0.17,184.9
AGX00003568,AGT0106,POL0001189,New Business,2025-02-05,0.18,86.8
AGX00003569,AGT0065,POL0002517,New Business,2024-09-02,0.12,69.85
AGX00003570,AGT0116,POL0004861,New Business,2025-10-18,0.14,110.71
AGX00003571,AGT0074,POL0000386,Renewal,2026-08-11,0.07,87.21
AGX00003572,AGT0044,POL0004261,Renewal,2023-05-05,0.2,277.02
AGX00003573,AGT0034,POL0002340,Renewal,2024-03-31,0.12,186.56
AGX00003574,AGT0089,POL0000174,Renewal,2026-08-27,0.22,246.99
AGX00003575,AGT0029,POL0004474,New Business,2025-02-08,0.12,159.6
AGX00003576,AGT0140,POL0002599,Renewal,2025-11-10,0.1,197.57
AGX00003577,AGT0133,POL0003075,Renewal,2026-08-24,0.18,183.8
AGX00003578,AGT0122,POL0001054,Renewal,2026-04-05,0.11,162.87
AGX00003579,AGT0027,POL0004278,Renewal,2023-02-03,0.09,6.09
AGX00003580,AGT0096,POL0000391,Renewal,2022-10-08,0.17,290.64
AGX00003581,AGT0076,POL0002957,New Business,2025-02-13,0.22,12.81
AGX00003582,AGT0038,POL0000318,New Business,2022-10-03,0.21,246.64
AGX00003583,AGT0038,POL0000318,Renewal,2025-12-27,0.16,187.92
AGX00003584,AGT0114,POL0000276,Renewal,2025-12-05,0.21,220.86
AGX00003585,AGT0033,POL0004507,Renewal,2026-07-18,0.1,176.59
AGX00003586,AGT0127,POL0000253,Renewal,2025-04-18,0.09,73.13
AGX00003587,AGT0140,POL0002975,Renewal,2024-08-12,0.09,57.62
AGX00003588,AGT0085,POL0003393,New Business,2023-06-22,0.22,404.31
AGX00003589,AGT0138,POL0004014,New Business,2024-02-13,0.12,210.35
AGX00003590,AGT0041,POL0001475,Renewal,2025-12-12,0.08,129.92
AGX00003591,AGT0146,POL0001891,New Business,2026-06-27,0.06,67.41
AGX00003592,AGT0101,POL0002729,Renewal,2025-01-04,0.08,78.76
AGX00003593,AGT0056,POL0003809,New Business,2023-11-13,0.14,231.98
AGX00003594,AGT0048,POL0002916,New Business,2024-06-13,0.21,34.45
AGX00003595,AGT0008,POL0001724,New Business,2025-05-31,0.15,257.57
AGX00003596,AGT0007,POL0001813,New Business,2021-09-10,0.17,293.89
AGX00003597,AGT0091,POL0003595,New Business,2023-12-08,0.06,28.54
AGX00003598,AGT0106,POL0000764,Renewal,2026-05-01,0.23,421.09
AGX00003599,AGT0073,POL0004321,New Business,2026-09-05,0.07,42.39
AGX00003600,AGT0039,POL0003692,Renewal,2024-09-08,0.24,135.9
AGX00003601,AGT0082,POL0002981,New Business,2025-12-29,0.08,71.25
AGX00003602,AGT0104,POL0004563,Renewal,2026-05-10,0.18,104.89
AGX00003603,AGT0090,POL0003837,New Business,2026-09-10,0.13,185.33
AGX00003604,AGT0066,POL0004944,Renewal,2025-06-23,0.21,368.37
AGX00003605,AGT0124,POL0004384,Renewal,2024-08-24,0.14,191.91
AGX00003606,AGT0129,POL0004561,Renewal,2025-10-17,0.15,71.33
AGX00003607,AGT0084,POL0002735,New Business,2023-04-26,0.24,50.54
AGX00003608,AGT0109,POL0004603,New Business,2026-03-06,0.08,64.74
AGX00003609,AGT0128,POL0001713,Renewal,2025-02-05,0.07,130.46
AGX00003610,AGT0134,POL0002690,New Business,2024-03-23,0.15,169.2
AGX00003611,AGT0077,POL0002694,New Business,2024-01-27,0.1,89.97
AGX00003612,AGT0023,POL0004855,Renewal,2025-12-02,0.06,100.2
AGX00003613,AGT0016,POL0002698,New Business,2026-06-22,0.08,143.2
AGX00003614,AGT0026,POL0003415,New Business,2025-03-03,0.22,92.95
AGX00003615,AGT0012,POL0003532,Renewal,2025-05-06,0.08,89.53
AGX00003616,AGT0046,POL0000946,New Business,2025-01-10,0.23,350.03
AGX00003617,AGT0021,POL0003853,Renewal,2021-12-03,0.24,54.0
AGX00003618,AGT0114,POL0003196,Renewal,2023-10-30,0.21,364.11
AGX00003619,AGT0121,POL0004723,Renewal,2024-12-31,0.07,97.76
AGX00003620,AGT0088,POL0000266,New Business,2024-09-22,0.15,288.13
AGX00003621,AGT0132,POL0000431,Renewal,2025-04-01,0.21,379.45
AGX00003622,AGT0010,POL0000621,Renewal,2024-12-24,0.22,410.38
AGX00003623,AGT0073,POL0004508,Renewal,2024-04-08,0.18,151.31
AGX00003624,AGT0058,POL0001804,Renewal,2026-08-06,0.21,335.77
AGX00003625,AGT0019,POL0002602,New Business,2023-08-08,0.06,109.28
AGX00003626,AGT0104,POL0003516,New Business,2023-12-05,0.14,118.91
AGX00003627,AGT0100,POL0001425,Renewal,2023-06-24,0.06,79.44
AGX00003628,AGT0021,POL0000083,Renewal,2025-04-19,0.11,51.67
AGX00003629,AGT0074,POL0004579,Renewal,2026-09-10,0.09,39.79
AGX00003630,AGT0084,POL0001766,Renewal,2026-07-31,0.18,163.12
AGX00003631,AGT0048,POL0000589,New Business,2023-07-18,0.1,52.14
AGX00003632,AGT0121,POL0004994,Renewal,2023-10-12,0.2,298.95
AGX00003633,AGT0150,POL0004565,New Business,2023-03-31,0.12,76.84
AGX00003634,AGT0094,POL0004807,New Business,2025-09-20,0.21,230.45
AGX00003635,AGT0066,POL0000025,New Business,2026-04-12,0.1,63.48
AGX00003636,AGT0117,POL0002090,Renewal,2025-03-30,0.21,154.07
AGX00003637,AGT0063,POL0004803,Renewal,2025-02-25,0.07,80.4
AGX00003638,AGT0126,POL0002455,New Business,2025-01-22,0.14,234.69
AGX00003639,AGT0102,POL0001423,Renewal,2026-02-25,0.19,252.82
AGX00003640,AGT0011,POL0002114,Renewal,2024-06-26,0.24,408.42
AGX00003641,AGT0047,POL0001665,New Business,2024-05-25,0.19,255.7
AGX00003642,AGT0107,POL0000656,Renewal,2025-11-16,0.22,144.77
AGX00003643,AGT0005,POL0001698,Renewal,2025-01-10,0.14,64.15
AGX00003644,AGT0069,POL0000172,Renewal,2026-05-31,0.22,344.6
AGX00003645,AGT0106,POL0001026,Renewal,2024-08-19,0.21,341.34
AGX00003646,AGT0020,POL0002435,Renewal,2024-05-13,0.15,179.39
AGX00003647,AGT0046,POL0003898,Renewal,2026-08-13,0.16,184.33
AGX00003648,AGT0025,POL0000727,Renewal,2025-09-13,0.14,14.5
AGX00003649,AGT0001,POL0003005,Renewal,2026-08-31,0.15,244.99
AGX00003650,AGT0083,POL0001554,Renewal,2024-10-16,0.09,128.87
AGX00003651,AGT0124,POL0001095,New Business,2025-05-07,0.2,226.05
AGX00003652,AGT0016,POL0001351,Renewal,2025-11-04,0.12,187.08
AGX00003653,AGT0088,POL0002997,Renewal,2025-11-24,0.24,185.59
AGX00003654,AGT0007,POL0003030,New Business,2026-04-21,0.19,137.35
AGX00003655,AGT0131,POL0002732,Renewal,2026-08-01,0.14,145.57
AGX00003656,AGT0022,POL0001585,Renewal,2025-02-23,0.13,181.71
AGX00003657,AGT0111,POL0002341,New Business,2026-07-14,0.08,15.73
AGX00003658,AGT0018,POL0000919,New Business,2024-12-01,0.07,71.82
AGX00003659,AGT0065,POL0003246,New Business,2023-10-11,0.05,19.03
AGX00003660,AGT0128,POL0000535,Renewal,2024-02-02,0.19,302.66
AGX00003661,AGT0099,POL0001875,New Business,2026-01-20,0.11,179.53
AGX00003662,AGT0107,POL0004891,New Business,2026-08-01,0.13,236.53
AGX00003663,AGT0121,POL0003280,Renewal,2026-06-24,0.21,77.02
AGX00003664,AGT0041,POL0003256,New Business,2026-07-29,0.05,84.29
AGX00003665,AGT0068,POL0003168,New Business,2024-02-09,0.13,174.67
AGX00003666,AGT0083,POL0004864,Renewal,2026-03-24,0.05,32.34
AGX00003667,AGT0032,POL0000546,Renewal,2022-10-16,0.12,227.45
AGX00003668,AGT0147,POL0004759,New Business,2026-06-11,0.19,160.44
AGX00003669,AGT0018,POL0000716,New Business,2025-05-27,0.08,88.98
AGX00003670,AGT0039,POL0000356,New Business,2026-04-12,0.23,367.18
AGX00003671,AGT0065,POL0004808,Renewal,2026-06-08,0.19,268.44
AGX00003672,AGT0014,POL0002261,Renewal,2026-09-08,0.23,12.99
AGX00003673,AGT0042,POL0003440,Renewal,2023-12-27,0.16,218.44
AGX00003674,AGT0046,POL0001973,Renewal,2026-06-25,0.11,176.26
AGX00003675,AGT0143,POL0000119,Renewal,2026-08-31,0.06,16.77
AGX00003676,AGT0060,POL0000830,Renewal,2026-04-05,0.06,74.75
AGX00003677,AGT0105,POL0000560,Renewal,2025-12-30,0.18,290.31
AGX00003678,AGT0015,POL0000294,Renewal,2024-04-25,0.2,300.46
AGX00003679,AGT0099,POL0004600,Renewal,2026-04-28,0.21,135.41
AGX00003680,AGT0089,POL0000848,Renewal,2022-09-29,0.19,91.24
AGX00003681,AGT0125,POL0000529,Renewal,2026-04-06,0.22,222.4
AGX00003682,AGT0017,POL0003276,Renewal,2025-06-15,0.11,125.29
AGX00003683,AGT0145,POL0003637,Renewal,2023-09-22,0.19,25.88
AGX00003684,AGT0080,POL0001872,Renewal,2025-09-03,0.24,267.68
AGX00003685,AGT0018,POL0000519,Renewal,2024-11-20,0.13,120.73
AGX00003686,AGT0073,POL0001134,New Business,2024-11-10,0.06,99.47
AGX00003687,AGT0112,POL0001712,Renewal,2026-03-23,0.12,155.45
AGX00003688,AGT0147,POL0003803,Renewal,2023-11-13,0.07,32.64
AGX00003689,AGT0068,POL0002638,Renewal,2026-07-09,0.07,131.92
AGX00003690,AGT0099,POL0004248,Renewal,2025-09-19,0.19,271.73
AGX00003691,AGT0140,POL0001345,Renewal,2026-08-07,0.16,128.6
AGX00003692,AGT0098,POL0002882,Renewal,2025-08-31,0.12,205.85
AGX00003693,AGT0008,POL0000387,Renewal,2026-05-08,0.05,46.0
AGX00003694,AGT0020,POL0004584,New Business,2024-08-25,0.11,147.97
AGX00003695,AGT0085,POL0004187,Renewal,2024-08-03,0.09,92.08
AGX00003696,AGT0150,POL0004583,Renewal,2025-02-07,0.18,23.59
AGX00003697,AGT0032,POL0001166,New Business,2026-04-09,0.18,155.82
AGX00003698,AGT0025,POL0000124,New Business,2021-11-30,0.18,172.1
AGX00003699,AGT0135,POL0004514,Renewal,2026-03-06,0.1,89.55
AGX00003700,AGT0127,POL0002615,Renewal,2026-08-23,0.19,281.83
AGX00003701,AGT0021,POL0000844,New Business,2026-07-30,0.16,183.04
AGX00003702,AGT0117,POL0000428,New Business,2024-12-18,0.16,161.59
AGX00003703,AGT0048,POL0000456,Renewal,2024-02-05,0.08,153.04
AGX00003704,AGT0058,POL0004376,Renewal,2026-06-10,0.17,308.91
AGX00003705,AGT0134,POL0000293,New Business,2023-02-24,0.13,39.69
AGX00003706,AGT0121,POL0004723,New Business,2024-04-09,0.05,69.83
AGX00003707,AGT0049,POL0002466,New Business,2024-09-26,0.09,50.63
AGX00003708,AGT0037,POL0000008,New Business,2024-03-23,0.11,108.68
AGX00003709,AGT0099,POL0002174,New Business,2024-12-04,0.2,10.51
AGX00003710,AGT0127,POL0001596,Renewal,2023-08-10,0.11,86.08
AGX00003711,AGT0081,POL0002971,Renewal,2024-01-21,0.16,60.51
AGX00003712,AGT0019,POL0001512,Renewal,2021-10-24,0.09,161.64
AGX00003713,AGT0106,POL0001189,New Business,2022-08-25,0.23,110.92
AGX00003714,AGT0061,POL0002543,Renewal,2022-04-02,0.09,15.26
AGX00003715,AGT0043,POL0001219,New Business,2024-12-03,0.18,136.07
AGX00003716,AGT0071,POL0002173,New Business,2025-09-08,0.16,80.21
AGX00003717,AGT0014,POL0003820,New Business,2025-03-21,0.09,22.07
AGX00003718,AGT0084,POL0003704,New Business,2022-07-05,0.08,77.69
AGX00003719,AGT0088,POL0000147,Renewal,2021-09-22,0.13,170.29
AGX00003720,AGT0062,POL0001223,New Business,2023-12-23,0.21,194.48
AGX00003721,AGT0149,POL0004609,Renewal,2026-01-05,0.2,130.98
AGX00003722,AGT0040,POL0002857,Renewal,2025-12-10,0.1,20.27
AGX00003723,AGT0133,POL0003990,Renewal,2025-01-13,0.1,39.18
AGX00003724,AGT0008,POL0001160,Renewal,2026-08-20,0.22,74.88
AGX00003725,AGT0094,POL0001920,New Business,2024-03-16,0.16,247.16
AGX00003726,AGT0057,POL0002057,Renewal,2022-08-06,0.08,158.32
AGX00003727,AGT0089,POL0001127,Renewal,2022-11-21,0.12,138.59
AGX00003728,AGT0063,POL0003888,Renewal,2023-01-12,0.25,172.26
AGX00003729,AGT0107,POL0000980,Renewal,2022-08-06,0.24,325.98
AGX00003730,AGT0075,POL0001899,Renewal,2026-09-04,0.21,410.21
AGX00003731,AGT0119,POL0000520,Renewal,2022-04-14,0.18,148.38
AGX00003732,AGT0073,POL0004878,New Business,2026-05-21,0.08,137.75
AGX00003733,AGT0107,POL0000315,New Business,2025-07-28,0.11,163.61
AGX00003734,AGT0002,POL0003490,Renewal,2025-05-29,0.14,127.4
AGX00003735,AGT0143,POL0000950,Renewal,2025-12-07,0.18,138.2
AGX00003736,AGT0150,POL0004811,Renewal,2025-04-25,0.15,267.47
AGX00003737,AGT0139,POL0003624,New Business,2024-04-08,0.11,211.17
AGX00003738,AGT0075,POL0000878,Renewal,2026-05-05,0.25,53.25
AGX00003739,AGT0036,POL0001412,New Business,2022-07-18,0.22,225.56
AGX00003740,AGT0044,POL0003006,New Business,2025-05-24,0.18,227.13
AGX00003741,AGT0007,POL0000229,Renewal,2023-09-01,0.11,170.73
AGX00003742,AGT0016,POL0001818,Renewal,2026-08-22,0.22,333.25
AGX00003743,AGT0014,POL0000175,Renewal,2026-08-22,0.22,171.27
AGX00003744,AGT0103,POL0002890,New Business,2026-08-30,0.18,236.16
AGX00003745,AGT0116,POL0001100,Renewal,2025-07-23,0.17,128.16
AGX00003746,AGT0149,POL0002923,Renewal,2025-07-16,0.16,18.32
AGX00003747,AGT0042,POL0000114,New Business,2025-10-08,0.07,29.73
AGX00003748,AGT0040,POL0003217,New Business,2023-08-26,0.21,182.78
AGX00003749,AGT0070,POL0000070,New Business,2026-08-31,0.24,147.04
AGX00003750,AGT0022,POL0000857,New Business,2026-08-03,0.1,129.06
AGX00003751,AGT0116,POL0000149,Renewal,2025-12-17,0.14,271.76
AGX00003752,AGT0012,POL0001295,New Business,2026-05-27,0.06,114.36
AGX00003753,AGT0007,POL0002276,New Business,2024-01-20,0.09,99.11
AGX00003754,AGT0144,POL0002841,New Business,2026-06-18,0.15,225.42
AGX00003755,AGT0143,POL0001168,Renewal,2022-04-24,0.06,57.72
AGX00003756,AGT0005,POL0003623,Renewal,2023-11-06,0.1,104.56
AGX00003757,AGT0105,POL0004335,New Business,2026-05-12,0.24,256.96
AGX00003758,AGT0087,POL0001361,Renewal,2023-08-31,0.16,156.77
AGX00003759,AGT0050,POL0004667,New Business,2022-03-31,0.17,271.39
AGX00003760,AGT0010,POL0000967,Renewal,2025-08-26,0.11,98.68
AGX00003761,AGT0025,POL0000510,New Business,2024-03-29,0.08,41.9
AGX00003762,AGT0005,POL0000725,Renewal,2023-03-16,0.06,46.74
AGX00003763,AGT0134,POL0003832,New Business,2026-08-08,0.16,96.96
AGX00003764,AGT0065,POL0003678,Renewal,2026-08-14,0.17,283.77
AGX00003765,AGT0112,POL0004675,New Business,2023-10-10,0.17,159.57
AGX00003766,AGT0023,POL0004745,Renewal,2023-09-27,0.24,404.67
AGX00003767,AGT0112,POL0004675,New Business,2022-03-03,0.09,84.48
AGX00003768,AGT0012,POL0002919,New Business,2023-05-07,0.2,332.46
AGX00003769,AGT0058,POL0001569,Renewal,2026-08-28,0.12,164.8
AGX00003770,AGT0001,POL0004846,Renewal,2026-04-14,0.15,123.33
AGX00003771,AGT0130,POL0000551,Renewal,2026-03-02,0.1,156.81
AGX00003772,AGT0144,POL0003642,Renewal,2026-08-19,0.18,185.43
AGX00003773,AGT0035,POL0002791,Renewal,2026-04-27,0.25,245.79
AGX00003774,AGT0047,POL0000370,Renewal,2023-12-25,0.23,231.89
AGX00003775,AGT0098,POL0002882,Renewal,2024-12-13,0.24,411.69
AGX00003776,AGT0103,POL0002581,New Business,2025-04-08,0.15,256.06
AGX00003777,AGT0075,POL0002016,New Business,2025-11-01,0.11,215.8
AGX00003778,AGT0056,POL0002766,Renewal,2024-09-29,0.15,183.83
AGX00003779,AGT0099,POL0002077,New Business,2023-06-06,0.2,270.36
AGX00003780,AGT0001,POL0002653,Renewal,2026-05-15,0.13,59.19
